"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R9ISH86L","journalArticle","2021","David Batchelor; Prof. Marc Aurel SCHNABEL","Smart Heritage as a Design Tool","","","","10.55412/05.02","","Smart Heritage enables urban designers and planners to reimagine historical narratives within cities through the untethered perspectives of smart technology. Smart Heritage is the convergence between the smart city and heritage disciplines that intertwines the autonomous and automatic capabilities and innovation of smart technologies with the contextual and subjective interpretation of the past. It is an emergent and distinct discourse in the academic literature that positions technology as the leadcurator of historical narratives. It is comparable with similar smart discourses, such as Smart Mobility and Smart Infrastructure, and contrasts with the human-led and archival focused Digital Heritage discourse. Through Smart Heritage, urban designers and planners are not physically, intellectually, and locationally limited in retelling and deploying culturally and socially powerful historical narratives. Instead, experts can draw online and personal data to produce powerful and novel experiences in cities. This article introduces Smart Heritage as a tool for urban designers and planners. It discusses how Smart Heritage can reimagine historical narratives within cities.","2021","2025-07-05 00:14:50","2025-07-17 18:30:42","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\EJGH3I49\David Batchelor e Prof. Marc Aurel SCHNABEL - 2021 - Smart Heritage as a Design Tool.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJMTMXU5","journalArticle","2021","Stefano Brusaporci; Pamela Maiezza","Smart Architectural and Urban Heritage: An Applied Reflection","Heritage","","2571-9408","10.3390/heritage4030116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116024878&doi=10.3390%2fHERITAGE4030116&partnerID=40&md5=f4ccdfc76c3f9d1fedf5765f3a94fd17","The aim of this paper is to present the use of 3D models and augmented reality (AR) to study and communicate architectural and urban values and, therefore, favor the development of dedicated forms of “smart heritage”. The study rises from a reflection on the concept of “heritage”, as defined in the international documents, intended as an evolving idea that puts together tangible and intangible aspects. Moreover, digital technologies favor “phygital” applications where the digital dimension support the traditional ones. In this way, AR allows the superimposition of multimedia information to heritage, respecting the historical matter of the artefacts, and supporting a “smart heritage” application. In particular, mobile AR, with real-time and ubiquitous visualizations, offers the opportunity to show past urban and architectural configurations to investigate and describe the transformations that have led to the current configuration, and consequently highlighting the present historical and architectural values of the buildings. Two case studies are presented: the square of St. Basilio Monastery, with its historical transformations, and the Basilica of Collemaggio, a pivotal building in the rites of “Perdonanza Celestiniana”.","2021","2025-07-05 00:14:50","2025-07-05 19:33:02","","2044-2053","","3","4","","Heritage","","","","","","","","","","","Scopus","WOS:000700752000001","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CVHJ7T7","journalArticle","2022","David Batchelor; Marc Aurel Schnabel; Michael Dudding","Smart Heritage in Local Government Strategic Documents","Australian Planner","","0729-3682","10.1080/07293682.2022.2116463","","","2022","2025-07-05 00:14:50","2025-07-07 22:30:09","","","","","","","Australian Planner","","","","","","","","","","","","","","","","","","","INCLUIR; NO_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7IP8NQZM","journalArticle","2021","Maysa Ali Selim; Noura Anwar Abdel-Fattah; Yasmine Sabry Hegazi","A Composite Index to Measure Smartness and Competitiveness of Heritage Tourism Destination and Historic Building","Sustainability","","2071-1050","10.3390/su132313135","","The key issue of this current study is related to shaping the attractiveness of heritage destinations, highlighting the significance of reuse and upgrading their historical buildings to achieve a high level of competitiveness and distinctiveness through a smart approach. Some of these cultural assets and events tend to be monotonous, and not so attractive for various categories of tourists, which negatively affects investment opportunities, tourism development, and social and economic resources. Furthermore, previous works have criticized the lack of evidence to support that the structure contains critical attributes and measurement items linked to the competitiveness of smart heritage destinations. As a result, this study aims to design and develop a composite index for evaluating these destinations and their buildings, which includes nine dimensions (attributes) and a set of key performance indicators (KPIs) of intelligent performance and competitiveness, reflecting the combination and noticing the distinct perspective between them. A mixed-methods approach was used between qualitative and quantitative methods to perform content validation on the proposed index. Furthermore, a pilot study was implemented for tourism heritage destinations to improve the quality and efficiency of the proposed index. Then, exploratory factor analysis (EFA) was used to analyze the data to develop the proposed index and measure its validity and reliability. Finally, the proposed composite index was finalized with 139 KPIs and applied to a case study (Salah El-Din Citadel). After that, we validated its utility in providing a quantitative evaluation of this heritage destination, identifying critical intervention priorities, and determining dimensions that need to be restructured. Additionally, it highlighted recommendations for future improvements to strengthen these heritage destinations to become smart heritage destinations capable of competition in the tourism sector.","2021","2025-07-05 00:14:50","2025-07-05 01:21:42","","","","","","","Sustainability","","","","","","","","","","","","","","","","","","","SEM TECH SMART","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC5MIAFN","journalArticle","2020","Maysa Ali Elsayed SLIEM; Yasmine Sabry Hegazi; Mahmoud Mohamed Fathy EL-ALFY","Smart Heritage Buildings as a Tool to Achieve Tourism Competitiveness","International Journal of Eco-Cultural Tourism Hospitality Planning and Development","","2735-5462","10.21608/ijecth.2020.181298","","","2020","2025-07-05 00:14:50","2025-07-17 18:30:43","","","","","","","International Journal of Eco-Cultural Tourism Hospitality Planning and Development","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\R5DIQRPA\Maysa Ali Elsayed SLIEM et al. - 2020 - Smart Heritage Buildings as a Tool to Achieve Tourism Competitiveness.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHVX4DU2","journalArticle","2020","Marwa KamerEldawla; Azza Sobhi Ragab Elsakka","مفرادات تراثیة ذکیة تحقق الاستدامة Smart Heritage Vocabularies Achieving Sustainability","Journal of Engineering Research","","2735-4873","10.21608/erjeng.2020.125458","","","2020","2025-07-05 00:14:50","2025-07-05 19:04:27","","","","","","","Journal of Engineering Research","","","","","","","","","","","","","","","","","","","IDIOMA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FTA7UMI","journalArticle","2024","Shiran Geng; Hing-Wah Chau; Elmira Jamei; Zora Vrcelj","Demystifying the Use of Open-Access Data in Smart Heritage Implementations","Tourism and Hospitality","","2673-5768","10.3390/tourhosp5040063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213419770&doi=10.3390%2ftourhosp5040063&partnerID=40&md5=8d28c8a8ba1a8a940f8b7ee14eb9360d","Smart Heritage, a concept closely linked to Smart Cities and Smart Tourism, is an emerging field focused on enhancing heritage identity, visitor experience, and cultural sustainability. While initial frameworks have been developed, there is a gap in applying Smart Heritage at the precinct level, especially in large-scale heritage sites. This study addresses this gap by examining how open-access data can be utilised in a real-world case study of Chinatown Melbourne, a key urban heritage precinct. Data sources include archival maps, open-access databases, and 3D models provided by the local city council, covering resources such as on-street parking, pedestrian activity, microclimate, and dwelling functionalities. This study employed a structured methodology that transitions from global best practices to local applications, linking these data resources to Smart Heritage applications and identifying opportunities for improving urban management, heritage curation, and the tourism experience within the case study precinct. The findings offer practical insights for researchers and policymakers, demonstrating how data can support the development of culturally sustainable and technologically integrated heritage precincts. Future research should explore additional data types and case studies to further advance the field of Smart Heritage.","2024","2025-07-05 00:14:50","2025-07-17 18:29:02","","1125-1150","","4","5","","Tourism and Hospitality","","","","","","","","","","","Scopus","","","","","","C:\Users\jaber\Zotero\storage\SA9GASUT\Shiran Geng et al. - 2024 - Demystifying the Use of Open-Access Data in Smart Heritage Implementations.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5JQZLTK","journalArticle","2023","Ni Made Rinayanthi; Utik Kuntariati","Dampak Media Sosial Instagram Pada Kawasan Smart Heritage Market Pasar Badung","Widya Manajemen","","2655-9501","10.32795/widyamanajemen.v5i1.3515","","The use of social media today is enormous, almost all circles use social media both in terms of communication and obtaining a variety of information.  This is marked by the easiness of accessing information through digital media. Pasar Badung is the largest market in Bali, located in the center of Denpasar on Jalan Gajah Mada. The concept of market digitization and smart heritage market embedded in Pasar Badung facilitates interaction between sellers and buyers. The free Wifi in this market can be used as a promotional vehicle for sellers to introduce their products to buyers or tourists. The purpose of this study was to determine how the impact of social media Instagram on interest in visiting the Smart Heritage Market Pasar Badung Denpasar area. This study was designed using quantitative methods with multiple linear regression analysis. This study focuses on social phenomena and on giving a voice to the feelings and perceptions of informants. The population in this study is the number of followers taken from two Instagram accounts, namely; @InfoDenpasar as many as 1.000.000, and @DenpasarTourism as many as 4.480 followers, while from Tagar (#), there were 14.000 tags/posts from #pasarbadung and 1000 tags/posts from #tukadkorea with a sample of 155. The results showed that the use of social media Instagram was from general characteristics respondents indicated by males aged 17-30 years, the majority of whom live in Bali. Instagram has a real effect or impact on visiting interest. Based on the analysis of the five dimensions of the role of social media Instagram, namely participation, openness, conversation, community, and connectedness, where conversation, community, and connectedness are combined in one dimension, namely communication, communication dimensions, and openness are very influential on visiting decisions.","2023","2025-07-05 00:14:50","2025-07-06 20:01:31","","","","","","","Widya Manajemen","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KDI8VH3F","journalArticle","2023","Marta Calzolari; Valentina Frighi; Valentina Modugno","Technology as Enabling Interface Within Transition Spaces for the Smart Heritage","Techne - Journal of Technology for Architecture and Environment","","2239-0243","10.36253/techne-13718","","The current and increasingly intensive technocratic drift recognises the indiscriminate power of techniques in solving several problems, including the struggle against climate change and its impact on cities. One of the future challenges concerns the effective and conscious application of KETs for the creation of smart environments in historical heritage, which plays a strategic role for its conservative values, but also in the broader strategy for limiting greenhouse gas emissions. The proposed paper reports some preliminary results of a research aimed at investigating and acknowledging these technologies as an enabling medium to undertake more informed deterministic choices in the field of CH.","2023","2025-07-05 00:14:50","2025-07-17 18:30:58","","","","","","","Techne - Journal of Technology for Architecture and Environment","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\Y7TKV66A\Marta Calzolari et al. - 2023 - Technology as Enabling Interface Within Transition Spaces for the Smart Heritage.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9D8II9V3","journalArticle","2024","Shiran Geng; Hing-Wah Chau; Elmira Jamei; Zora Vrcelj","Enablers and Challenges of Smart Heritage Implementation – The Case of Chinatown Melbourne","Smart and Sustainable Built Environment","","2046-6099","10.1108/sasbe-07-2024-0275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210382932&doi=10.1108%2fSASBE-07-2024-0275&partnerID=40&md5=326ff13a5c7ce7bb67327c60eecea901","Purpose Arising from the concept of a Smart City, Smart Heritage has emerged as a significant aspect of heritage conservation. It is viewed as a means to enhance cultural sustainability by strengthening the identity of heritage precincts. Nevertheless, the adoption of Smart Heritage solutions in Australian heritage precincts for the purpose of identity development is still relatively limited. This study focuses on Chinatown Melbourne as a case study to unveil how Smart Heritage can influence a heritage precinct’s identity and to identify the enablers and challenges of such implementation.Design/methodology/approach The study involves interviews with eight professionals in community development, practitioners in the built-environment discipline and experts in heritage conservation in Chinatown Melbourne.Findings The outcomes of this study offer practical insights for facilitating the development of Chinatown Melbourne as an urban heritage site, along with providing recommendations for other heritage precincts considering the adoption of Smart Heritage as part of their conservation strategy.Originality/value This study offers a novel examination of Smart Heritage implementation in an urban heritage precinct, addressing both the practical enablers and challenges. It advances the discussion by focusing on how Smart Heritage can enhance cultural identity, an aspect underexplored in Australian heritage studies and provides a framework for future global comparisons.","2024","2025-07-05 00:14:50","2025-07-06 19:57:15","","","","","","","Smart and Sustainable Built Environment","","","","","","","","","","","Scopus","WOS:001363953800001","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBGPDN87","journalArticle","2024","Alaa O. Shehata; Ehsan Noroozinejad Farsangi; Seyedali Mirjalili; T. Y. Yang","A State-of-the-Art Review and Bibliometric Analysis on the Smart Preservation of Heritages","Buildings","","2075-5309","10.3390/buildings14123818","","The preservation of heritage buildings is a crucial endeavour for countries worldwide. This study presents a comprehensive bibliometric analysis of the latest trends in smart applications for heritage building preservation within the context of Industry 4.0 and Industry 5.0, covering the period of 2020–2024. A total of 216 peer-reviewed journal articles obtained from the Scopus database were subjected to analysis using RStudio and VOSviewer. The methodology was based on a dual analysis, including surface-level examination and in-depth exploration. Consequently, a new conceptual framework is presented for achieving smart preservation of heritages. It is structured based on two pillars: the physical methods pillar, including smart devices and smart processes, and the digital methods pillar, involving smart technologies and environments. Also, the results revealed that the dominant portion of literature publications (61%) emphasize specific topics such as interoperability, monitoring, data management, and documentation. However, training and community engagement represent an insufficient fraction (2–6%), and more research is needed in the future. This paper concludes by discussing a future innovative vision for policy and industry through urging policymakers to promote interoperability standards; address data security; and fund innovative, low-cost technologies, as well as advocating the industry sectors for public engagement, sustainable preservation, and prioritizing skill development programs and workforce.","2024","2025-07-05 00:14:50","2025-07-17 18:26:47","","","","","","","Buildings","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\SFID6YBR\Alaa O. Shehata et al. - 2024 - A State-of-the-Art Review and Bibliometric Analysis on the Smart Preservation of Heritages.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATHGA8MH","journalArticle","2020","Sulaiman Muharramain Adrian; K R Kurniawan","Smart Heritage: Media for Realizing Cultural Heritage Conservation in the Smart City Era","Iop Conference Series Earth and Environmental Science","","1755-1307","10.1088/1755-1315/452/1/012058","","Abstract Smart Heritage is a relatively new system and management media that initiated by INTACH Heritage Academy (2007) to answer the challenge that addresses the Cultural Heritage Conservation in the Smart City Era by using the advancement of Information Communication Technology (ICT). It has begun to be applied in a city that has implemented the concept of Smart City. This paper discusses whether Smart Heritage is relevant to the issue about sustainable cultural heritage within the scope of Smart City development along with the growth of a millennial generation, because that we are going towards to the Smart era that almost everything is ICT oriented.","2020","2025-07-05 00:14:50","2025-07-17 18:30:46","","","","","","","Iop Conference Series Earth and Environmental Science","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\DA68G55K\Sulaiman Muharramain Adrian e K R Kurniawan - 2020 - Smart Heritage Media for Realizing Cultural Heritage Conservation in the Smart City Era.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TE5BMV7Y","journalArticle","2024","Feng Luo; Mohd Ismail Isa; Ruhizal Roosli","Research Status and Development Direction of Smart Heritage: A Bibliometric Review (1994-2024)","Journal of Asian Architecture and Building Engineering","","1346-7581","10.1080/13467581.2024.2397104","","","2024","2025-07-05 00:14:50","2025-07-17 18:30:34","","","","","","","Journal of Asian Architecture and Building Engineering","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\575UVIIW\Feng Luo et al. - 2024 - Research Status and Development Direction of Smart Heritage A Bibliometric Review (1994-2024).pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKSKNQWY","journalArticle","2023","Merve Anaç; Emine Arun","HBIM Destekli Arşiv Modeli","Gazi Üniversitesi Mühendislik-Mimarlık Fakültesi Dergisi","","1300-1884","10.17341/gazimmfd.1175113","","Yapım tekniği, estetik ve malzeme özelliği bakımından özgün olan tarihi yapıların gelecek nesillere aktarılması ancak doğru restorasyon ve doğru arşivleme ile mümkündür. Türkiye’de yapılara dair kaynakların ve belgelerin farklı kişilerde ve değişik formatlarda olması bunların yapısal değişimini anlamayı ve mevcut durum analizini zorlaştırmaktadır. Mevcut durumda yapıların geçirdiği süreçleri ve kurumlar arasında belge akışının denetimini sağlayacak herhangi bir dijital arşiv sisteminin olmadığı tespit edilmiştir. Bu çalışmada Gaziantep geleneksel sivil mimari yapıları üzerinden restorasyon süreçlerinde ve tarihi yapı araştırmalarında kullanılabilecek bir dijital arşiv modeli tasarlanmıştır. Model, restorasyon iş akışında dosya denetimi sağlayarak kişilerden kaynaklanan hatalardan dolayı uzayan restorasyon süreçleri için bir çözüm oluşturmaktadır. Tasarlanan modelde Tarihi Yapı Bilgi Yönetimi (HBIM) sistemlerinden yararlanılarak kültürel miras yapılarındaki çok katmanlı bilgi yapısı 3D görsellerle desteklenmiş ve yapı değişimleri tek bir platformda toplamıştır. HBIM modelleri aracılığı ile yapının hem geometrik hem de semantik bilgilerini tek bir platformda toplamak mümkün olmuştur. Ayrıca HBIM modeli içerisinde kullanılmak üzere çalışılan bina grubunda yapı bileşenlerine ait HBIM yapı bileşen kütüphanesi geliştirilerek sonraki yapılacak restorasyon çalışmaları için karar destek sistemi kurulmuştur. Gaziantep geleneksel sivil yapılar örneği üzerinden geliştirilen bu dijital arşiv modeli HBIM modellerinin ve HBIM kütüphanesinin geliştirilmesi ve kullanılması bakımından temel niteliğindedir.","2023","2025-07-05 00:14:50","2025-07-06 19:52:25","","","","","","","Gazi Üniversitesi Mühendislik-Mimarlık Fakültesi Dergisi","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5GKNF9P","journalArticle","2023","","Place Identity and Urban Uniqueness: Insights From the AlRusafa Area, Old Baghdad, Iraq","","","2738-2222","10.61275/isvsej-2023-10-12-53","","This research delves into the exploration of place identity and uniqueness in the Al-Rusafa area of Old Baghdad, Iraq. It aims to understand how the intertwining of historical and cultural elements contributes to the distinctive urban identity of this historic locale. Employing a mixed-methods approach, the study commenced with an extensive literature review to establish a robust theoretical framework. This was followed by empirical research, including surveys and interviews with experts, to gather insights into the lived experiences and perceptions that shape the place identity of Al-Rusafa.The findings of this research illuminate the intricate relationship between Al-Rusafa's historical legacy and its contemporary urban identity. The study reveals that the area's unique character is deeply rooted in its rich historical and cultural tapestry, which continues to influence current urban dynamics and perceptions. It also underscores the role of architectural heritage and social narratives in shaping the identity of urban spaces.Conclusively, this study not only enriches the understanding of urban identity in the context of historical cities but also provides valuable insights for urban planners and conservationists. It highlights the importance of preserving cultural and historical elements in urban development, ensuring that the uniqueness of places like Al-Rusafa is maintained and celebrated.","2023","2025-07-05 00:14:50","2025-07-05 19:38:56","","","","","","","","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WIA4V4T","journalArticle","2025","Feng Luo; Mohd Ismail Isa; Ruhizal Roosli","The Socio-Technical System Framework for Maintaining the Smart Heritage of Chengdu’s Historical and Cultural Villages","Planning Malaysia","","0128-0945","10.21837/pm.v23i35.1695","","As the development of smart cities continues to advance, Smart Heritage has become an essential component of cultural preservation and inheritance. The cultural Heritage of Chengdu's historical and cultural villages possess significant cultural and social value and currently faces complex challenges in terms of conservation. Based on the actual situation of Chengdu's historical and cultural villages, employs qualitative research methodology, including semi-structured interviews with experts, to construct a socio-technical system framework supporting the implementation of smart Heritage in Chengdu's historical and cultural villages, aiming at effective management and conservation of Smart Heritage. The study first identifies the expertise areas and the number of experts involved. It is divided into three main parts: the socio-technical system's social, technological, and environmental dimensions. Based on the findings of this study, it is evident that the Smart Heritage of Chengdu's historical and cultural villages require interdisciplinary cooperation and coordination across various sectors. Additionally, there is a need for continually updated and improved technological support systems to adapt to changes in the era and demands. This framework is believed to provide valuable references and guidance for managing and conserving Smart Heritage in Chengdu's historical and cultural villages.","2025","2025-07-05 00:14:50","2025-07-17 18:31:22","","","","","","","Planning Malaysia","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\SZVFE585\Feng Luo et al. - 2025 - The Socio-Technical System Framework for Maintaining the Smart Heritage of Chengdu’s Historical and.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6WEITMU","journalArticle","2020","Elena Salvador-García; María José Viñals Blasco; Jorge García Valldecabres","Potential of Hbim to Improve the Efficiency of Visitor Flow Management in Heritage Sites. Towards Smart Heritage Management","The International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences","","2194-9034","10.5194/isprs-archives-xliv-m-1-2020-451-2020","","Abstract. Providing public access to heritage promotes a social interest in its conservation but, at the same time, it poses a risk to the conservation of resources. The biggest challenge in managing public use of heritage is to establish a sustainable relationship between heritage and tourism. The multidisciplinary teams involved in visitor flow management generate and exchange information about the heritage property without an integrative vision. The lack of a reliable, unified and up-to-date source of information generally hinders decision-making, causes errors and leads to inappropriate practices in heritage visitor flow management, thereby putting the conservation of resources at risk because of the impacts derived from visitation while the quality experience is also affected. Building Information Modelling (BIM) provides a collaborative framework where multidisciplinary teams share geometric and documentary information about the building in a coordinated way. This tool applied to heritage (HBIM) is demonstrating how it is able to improve efficiency in documenting, intervening and managing heritage. Beyond these aforementioned skills, the objective of this study is to identify the potential of HBIM to improve the efficiency of the visitor flow management. The methodology includes a literature review, qualitative data collection and technical documentation analysis. The results indicate that the use of HBIM can optimise the planning and management of visitor flows, by virtually foreseeing the possible risks derived from visits. It can also calculate recreational carrying capacity and analyse alternatives to itineraries that minimise the deterioration of the most fragile spaces.","2020","2025-07-05 00:14:51","2025-07-17 18:30:26","","","","","","","The International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\BQSAJ4T5\Elena Salvador-García et al. - 2020 - Potential of Hbim to Improve the Efficiency of Visitor Flow Management in Heritage Sites. Towards Sm.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWMNW7PT","journalArticle","2024","Ketut Widya Purnawati; Ketut Artawa; Made Sri Satyawati; I Nyoman Kardana","Unveiling Communication Strategies Through Public Space Signs: A Linguistic Landscape Study in Badung Smart Heritage Market, Bali-Indonesia","Cogent Arts and Humanities","","2331-1983","10.1080/23311983.2024.2444045","","","2024","2025-07-05 00:14:51","2025-07-05 19:16:50","","","","","","","Cogent Arts and Humanities","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8K5CHYJ","journalArticle","2022","Jie Tan; Jie Leng; Xudong Zeng; Feng Di; Panliang Yu","Digital Twin for Xiegong’s Architectural Archaeological Research: A Case Study of Xuanluo Hall, Sichuan, China","Buildings","","2075-5309","10.3390/buildings12071053","","Xiegong is a unique element of Chinese historic buildings that could date the heritage dynasty. It is more complicated than the Dougong and represents a high level of artistic and structural achievement. Archaeological research on Xiegong is urgent due to the fast rate of erosion rate and the official record of only Dougong without Xiegong. With 3D survey technology, researchers can use 3D digital replicas to record and survey heritage buildings. However, the methodology of applying digital reproductions to facilitate archaeological research is unclear. A comprehensive approach to merging the digital twin into the chronology of forms was proposed based on a literature review of archaeological theory. This multi-methodological approach, including laser scanning, oblique photogrammetry, and BIM, was adopted to develop Xiegong’s architectural archaeology dating research. Using Xuanluo Hall, Sichuan, China, as an example, the site study verified the approach to ensure consistency between 2D and 3D expressions with geometry and semantics. The results indicate that, on the one hand, the digital twin process can help archaeologists recognize historical information. On the other hand, the results of their discrimination can be effectively recorded and easily queried, avoiding the shortcomings of traditional methods of information loss and dispersion.","2022","2025-07-05 00:14:51","2025-07-06 19:58:48","","","","","","","Buildings","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZTSZC7E","journalArticle","2022","Muhammad Shoaib Siddiqui; Toqeer Ali Syed; Adnan Nadeem; Waqas Nawaz; Ahmad Alkhodre","Virtual Tourism and Digital Heritage: An Analysis of VR/AR Technologies and Applications","International Journal of Advanced Computer Science and Applications","","2156-5570","10.14569/ijacsa.2022.0130739","","During the time of the pandemic, travel restrictions have impacted the tourism industry with an estimated loss of more than a trillion USD; however, at the same time, we have seen a significant increase in profits for the industries which empower remote connectivity. Various studies have identified the positive impact of virtual tourism, in which tourists can be attracted by providing a VR/AR-based experience of the destination. Similarly, virtual, mixed, and augmented realities are being used to enhance user experience in digital heritage and its preservation. With emerging technologies and increasing demand for e-tourism (due to travel restrictions), there is a need to review the technological changes and analyze user requirements with respect to virtual tourism. This paper provides a literature review of the latest technologies and applications that can potentially benefit the virtual tourism and digital heritage industry. We also provide an analysis of its impact on user experience, awareness, and interest, as well as the pros and cons of virtual experiences, which may benefit the research community about the current spectrum of virtual tourism and digital heritage.","2022","2025-07-05 00:14:51","2025-07-17 18:31:59","","","","","","","International Journal of Advanced Computer Science and Applications","","","","","","","","","","","","","","","","","C:\Users\jaber\Zotero\storage\CKRRZ66Z\Muhammad Shoaib Siddiqui et al. - 2022 - Virtual Tourism and Digital Heritage An Analysis of VRAR Technologies and Applications.pdf","","INCLUIR; COM_PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYCAJFCL","journalArticle","2024","Xihuan Hu; Zhuo Chen","A Critical-Discursive Investigation of Smart Heritage Politics in China From Macro-Political, Meso-Institutional and Micro-User Perspectives","International Journal of Cultural Policy","","1028-6632","10.1080/10286632.2024.2322585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000376966&doi=10.1080%2f10286632.2024.2322585&partnerID=40&md5=edf10a29d574d33b2c6329c495e8d5cb","","2024","2025-07-05 00:14:51","2025-07-05 01:23:20","","161-177","","2","31","","International Journal of Cultural Policy","","","","","","","","","","","Scopus","WOS:001190658300001","","","","","","","SEM TEXTO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
